;price;year;condition;cylinders;odometer;title_status;transmission;drive;size;lat;long;weather
1046113;1200;2002;1;8;283000;clean;automatic;4wd;;38,72202;-93,238141;52
1370588;3000;1990;3;6;160000;clean;manual;4wd;;43,1392;-115,6963;47
1124119;7995;2005;3;8;110112;clean;automatic;4wd;full-size;27,875196;-82,786723;65
499166;9900;2005;3;8;0;clean;automatic;4wd;full-size;32,252974;-110,97871;71
1713864;29500;2014;3;6;80319;clean;automatic;4wd;mid-size;34,74851;-77,41559;56
920940;5000;1988;2;8;89600;clean;automatic;rwd;full-size;41,9293;-83,4448;45
1567700;3800;1984;1;8;132055;clean;manual;4wd;full-size;42,9821;-76,3323;53
247406;850;1995;1;6;174127;clean;automatic;;full-size;45,6914;-122,5805;50
604643;6995;2004;2;8;121000;clean;automatic;4wd;full-size;44,9588;-123,0753;50
342469;21995;2011;3;6;108029;clean;automatic;4wd;full-size;41,781722;-72,533825;51
527873;12388;2005;4;8;99000;clean;automatic;4wd;;35,2204;-97,4577;57
1403336;6000;1997;2;8;122289;clean;automatic;4wd;full-size;37,274949;-79,048186;55
981911;10990;2010;3;8;186000;clean;automatic;;;46,450007;-95,12469;43
1229727;8950;2004;3;8;202000;clean;automatic;4wd;full-size;33,233235;-97,083192;67
374050;25452;2013;3;8;37419;clean;automatic;4wd;mid-size;43,75891;-87,75358;45
1367146;34988;2015;2;6;26170;clean;other;4wd;full-size;43,630744;-116,251228;47
1534037;10000;2006;2;8;82000;clean;automatic;rwd;full-size;33,640205;-104,374065;45
485016;22995;2012;3;8;102266;clean;automatic;4wd;mid-size;34,59723;-112,3173;71
1524146;9800;2012;2;6;87000;rebuilt;automatic;4wd;;40,0475;-85,5368;48
983770;16900;2012;3;6;134500;clean;automatic;4wd;;44,032679;-92,751131;43
317936;31270;2015;3;6;59364;clean;automatic;4wd;full-size;49,184885;-122,801111;
989930;26750;2014;3;6;43848;clean;automatic;4wd;mid-size;46,59003;-95,57416;43
203675;17999;2008;3;8;94500;clean;automatic;4wd;full-size;61,198354;-149,921721;29
184281;7500;2004;4;6;29800;clean;manual;rwd;full-size;35,601486;-82,379093;56
571806;4000;2000;3;6;84700;clean;automatic;rwd;;44,9588;-123,0753;50
776450;4200;2004;1;8;177000;clean;automatic;4wd;full-size;41,896197;-71,367179;50
760907;8499;2005;3;8;132000;clean;automatic;4wd;;41,7473;-71,2122;50
621612;5800;2006;2;8;149;clean;automatic;rwd;;32,866467;-116,961136;59
1704473;14300;2012;2;8;215300;clean;automatic;4wd;full-size;35,72101;-79,186357;56
12207;9880;2006;3;8;112490;clean;automatic;4wd;mid-size;44,87313;-87,89568;45
1103717;13800;2014;3;6;123469;clean;automatic;;full-size;30,497368;-87,26316;65
1101642;9995;2006;2;8;137625;clean;automatic;4wd;full-size;29,918372;-81,325107;65
1022499;23800;2014;3;8;93580;clean;automatic;4wd;full-size;33,066044;-89,593906;61
1140180;34999;2011;3;10;64984;clean;other;4wd;full-size;28,466088;-81,396429;65
918036;13450;2013;2;8;194866;clean;automatic;4wd;full-size;43,156576;-83,700959;45
1063327;5950;2004;4;8;176205;clean;automatic;;full-size;38,220529;-90,384202;52
215257;5000;2007;2;8;145021;clean;automatic;4wd;full-size;44,82046;-91,478736;45
616383;3999;2000;3;6;170000;clean;automatic;;;34,4369;-119,7285;59
849005;22900;2015;3;8;126513;clean;automatic;4wd;;40,007891;-104,818353;45
412782;11995;2006;3;8;144388;clean;automatic;4wd;full-size;38,159627;-85,697708;50
1431020;30795;2014;3;6;24880;clean;automatic;4wd;full-size;38,588302;-89,923783;48
877787;1400;1997;2;8;232000;clean;automatic;rwd;full-size;42,951424;-83,596516;45
968992;27000;2014;3;6;43848;clean;automatic;4wd;mid-size;46,59003;-95,57416;43
1311816;5300;2008;3;8;221000;clean;automatic;rwd;;33,961119;-84,115105;59
1288439;29940;2012;3;8;109423;clean;automatic;4wd;full-size;30,219472;-97,759417;67
632921;30995;2015;3;6;0;clean;automatic;;full-size;32,788557;-117,098278;59
1620363;16995;2010;3;8;70816;clean;automatic;4wd;full-size;43,223552;-77,372473;53
196012;18500;2012;3;8;57000;rebuilt;automatic;4wd;full-size;40,252804;-76,036506;53
1243826;19995;2011;3;8;116812;clean;automatic;rwd;mid-size;29,5563;-98,3643;67
1527715;8500;2005;3;8;201000;clean;automatic;4wd;full-size;39,961056;-86,04393;48
646753;3500;2001;2;8;173000;clean;automatic;rwd;;32,7426;-117,0314;59
546090;1500;2006;1;8;183000;clean;automatic;4wd;full-size;38,35326;-75,176182;56
1711565;5000;1992;2;8;173000;clean;automatic;4wd;mid-size;35,6201;-76,6988;56
986965;3499;1998;3;8;198000;clean;automatic;4wd;full-size;46,0153;-95,6951;43
1575101;12975;2001;3;8;123471;clean;automatic;rwd;full-size;43,204762;-75,440834;53
1682378;7995;2006;2;8;154002;clean;automatic;rwd;full-size;35,661076;-78,703988;56
754705;995;2002;2;8;172001;clean;automatic;rwd;full-size;42,3837;-71,4282;50
968847;34995;2015;3;6;63373;clean;automatic;4wd;full-size;45,832678;-95,388622;43
131163;9990;2005;2;8;138215;clean;automatic;4wd;full-size;40,468826;-74,281734;52
230967;4500;2008;2;6;122359;rebuilt;automatic;fwd;full-size;40,0347;-82,8726;49
1201485;14522;2007;3;8;121431;clean;automatic;4wd;full-size;45,750271;-111,184096;40
80773;19500;2011;3;8;142500;clean;automatic;4wd;full-size;30,180421;-97,972469;67
1332826;8995;2006;3;8;115500;clean;automatic;rwd;full-size;40,83598;-96,725713;46
1664079;26000;2011;3;8;48000;clean;automatic;4wd;full-size;37,361139;-94,732018;51
792762;3000;2005;2;6;0;clean;automatic;rwd;full-size;40,0343;-75,1213;53
826762;15897;2010;2;8;125351;clean;automatic;4wd;full-size;40,335245;-76,488033;53
86059;14997;2009;3;8;92340;clean;automatic;;;43,624215;-83,897825;45
396226;12950;2011;2;6;147164;clean;automatic;rwd;full-size;33,512633;-86,79777;61
130732;1900;1993;2;8;180000;clean;automatic;rwd;full-size;39,5929;-75,6515;54
402102;26950;2013;2;6;114305;clean;automatic;rwd;full-size;30,649625;-88,127994;61
1622317;12995;2008;3;8;108477;clean;automatic;4wd;full-size;45,004501;-90,317059;45
103999;4200;1994;2;8;73000;clean;automatic;4wd;full-size;47,4156;-92,9356;43
810667;10497;2005;2;8;111340;clean;automatic;4wd;full-size;40,335245;-76,488033;53
1655759;3500;2007;2;8;142695;clean;automatic;4wd;full-size;43,7989;-91,2175;45
925410;1;1986;2;8;134000;clean;automatic;rwd;full-size;42,0831;-86,358824;45
450862;8588;2007;3;8;138100;clean;automatic;4wd;mid-size;41,10224;-81,48186;49
967408;20990;2013;3;6;56000;clean;automatic;;;46,450007;-95,12469;43
571643;11900;2014;2;8;43334;salvage;automatic;4wd;full-size;45,553605;-122,601787;50
1605200;15997;2014;2;8;121722;clean;automatic;4wd;full-size;42,1621;-75,893726;53
452938;9990;2002;2;8;150414;clean;automatic;4wd;full-size;41,111779;-83,203835;49
971069;9995;2006;2;8;154124;clean;other;4wd;full-size;45,049163;-93,035945;43
1581332;22000;2012;2;8;58803;clean;automatic;4wd;full-size;43,286269;-76,134715;53
399622;21500;2011;3;8;127000;clean;automatic;4wd;full-size;34,657607;-87,782814;61
176458;22900;2012;2;8;125874;clean;automatic;4wd;full-size;31,316064;-89,437114;61
410998;11995;2006;3;8;144388;clean;automatic;4wd;full-size;38,159627;-85,697708;50
543336;29000;2010;3;8;68000;clean;automatic;4wd;full-size;36,2417;-93,1062;59
1660323;29976;2014;3;6;54449;clean;automatic;4wd;mid-size;44,52039;-88,06645;45
1026217;10888;2010;2;8;190000;clean;automatic;4wd;full-size;30,520244;-89,647288;61
579299;2998;1999;2;6;103972;clean;automatic;rwd;full-size;42,3899;-122,9222;50
376357;35890;2016;3;6;73560;clean;automatic;4wd;;49,204598;-123,139205;
352380;13500;2007;3;8;76123;clean;automatic;4wd;full-size;39,87077;-84,137077;49
218301;4495;2006;3;8;198786;clean;automatic;4wd;;45,2617;-88,078;45
1213953;10974;2007;3;8;132448;clean;automatic;4wd;full-size;45,750271;-111,184096;40
1629080;40990;2013;3;8;45329;clean;automatic;4wd;mid-size;43,75891;-87,75358;45
447447;10550;2009;2;8;151115;clean;automatic;4wd;full-size;38,692648;-82,857744;49
1323443;8950;2009;3;8;115000;clean;automatic;rwd;;41,2949;-96,0546;46
51672;28990;2015;3;8;37271;clean;automatic;4wd;full-size;43,154309;-75,931578;53
980549;12988;2013;2;6;48459;clean;automatic;rwd;full-size;45,553434;-94,231841;43
50511;24995;2014;3;8;95473;clean;automatic;4wd;;42,644633;-76,187862;53
673737;9500;2004;3;8;124227;clean;automatic;4wd;full-size;37,9957;-120,3368;59
989747;4000;2003;2;8;171000;clean;automatic;4wd;full-size;45,6151;-94,574;43
1204344;17125;2010;3;8;120000;clean;automatic;4wd;full-size;47,6143;-112,0015;40
282768;33000;2016;3;6;49000;clean;automatic;4wd;full-size;45,629198;-94,581642;43
1618124;4500;2003;2;6;158600;clean;automatic;4wd;full-size;43,232527;-78,219481;53
1649587;14996;2007;3;8;108951;clean;automatic;4wd;mid-size;44,52039;-88,06645;45
187178;26995;2011;3;8;119691;clean;automatic;4wd;mid-size;41,96378;-83,67195;45
990301;9490;2005;3;8;161000;clean;automatic;;;46,450007;-95,12469;43
1221448;10500;2010;4;8;194000;clean;automatic;rwd;full-size;29,5563;-98,3643;67
952235;15950;2012;4;6;114378;clean;automatic;4wd;full-size;41,659345;-73,082609;51
24711;24900;2014;2;8;115117;clean;automatic;4wd;full-size;31,316064;-89,437114;61
366369;2000;2005;1;8;194083;clean;automatic;rwd;full-size;41,6937;-91,5906;47
1669240;19995;2012;2;6;110301;clean;automatic;4wd;full-size;37,678867;-97,070307;51
1626239;1950;2003;2;8;193016;clean;automatic;4wd;full-size;44,861013;-91,647877;45
1011156;8790;2014;3;6;121000;clean;automatic;rwd;;34,835631;-82,319055;60
987512;3000;2008;3;8;91000;clean;automatic;rwd;;43,6221;-91,4837;43
876747;64000;2017;3;6;16622;clean;automatic;4wd;mid-size;42,638389;-83,132835;45
429156;11500;2011;3;8;218000;clean;automatic;4wd;full-size;30,244314;-89,760504;67
1051510;32995;2016;3;8;40403;clean;automatic;4wd;full-size;38,671618;-94,36651;52
1650613;26995;2012;2;8;66850;clean;automatic;4wd;full-size;42,970214;-90,112347;45
995342;2500;1998;2;6;196000;clean;automatic;rwd;full-size;33,8786;-79,9852;60
71237;9995;2010;3;8;197064;clean;automatic;4wd;full-size;45,52882;-93,369298;43
1575910;9295;2013;2;6;162224;clean;automatic;rwd;full-size;42,102432;-75,845575;53
352313;61900;2017;3;6;16622;clean;automatic;4wd;mid-size;42,638389;-83,132835;45
870272;3200;2002;2;8;233000;clean;automatic;4wd;;42,916872;-82,661063;45
1183365;2900;2003;1;6;190000;clean;automatic;;;28,0758;-81,5929;65
1204355;17125;2010;3;8;120000;clean;automatic;4wd;full-size;47,6143;-112,0015;40
21584;43900;2018;3;8;1000;clean;automatic;;full-size;42,484503;-92,324974;47
1663840;5200;2001;3;6;100500;clean;manual;rwd;;37,694228;-97,46418;51
1397775;5495;2001;2;6;123068;clean;automatic;rwd;full-size;37,36;-79,6522;55
1080927;6500;2001;2;8;165000;clean;automatic;rwd;full-size;35,684;-85,7782;59
1600134;22890;2014;3;8;80930;clean;automatic;4wd;full-size;43,154684;-75,930719;53
1669465;7950;2001;3;8;226000;clean;automatic;4wd;;37,6502;-98,73;51
514424;12388;2005;4;8;99000;clean;automatic;4wd;;35,218162;-97,479593;57
958401;3000;2008;3;8;91000;clean;automatic;rwd;;43,6221;-91,4837;43
1304088;20000;2017;4;6;14983;rebuilt;automatic;;;32,5541;-84,1011;59
565042;950;1995;2;8;172000;clean;manual;4wd;full-size;45,992125;-123,926133;50
1666988;5500;2004;3;8;235983;clean;automatic;rwd;;38,88358;-94,79383;51
128363;7995;2004;2;8;128153;clean;automatic;4wd;full-size;41,686718;-86,012028;48
1612376;26995;2014;3;6;85960;clean;automatic;4wd;full-size;43,4883;-76,393469;53
963966;18990;2011;3;8;128000;clean;automatic;4wd;;46,450007;-95,12469;43
1595460;21890;2016;3;6;74111;clean;automatic;rwd;full-size;43,154479;-75,931492;53
1661015;14996;2007;3;8;108951;clean;automatic;4wd;mid-size;44,52039;-88,06645;45
329314;19925;2011;3;8;74080;clean;automatic;4wd;mid-size;42,18631;-71,83726;50
615476;4395;2000;3;8;178000;clean;automatic;rwd;compact;38,52468;-121,39676;59
1178660;1;2013;3;8;67808;clean;automatic;4wd;full-size;28,466088;-81,396429;65
24585;22797;2011;2;6;96894;clean;automatic;4wd;full-size;36,137597;-86,761799;59
1209968;31888;2014;3;6;58748;clean;automatic;4wd;;47,830597;-110,662694;40
1585411;3800;2002;2;8;222000;clean;automatic;4wd;;43,407383;-73,269838;53
105801;1100;1994;2;8;161000;clean;automatic;4wd;;37,8858;-87,077;48
1562491;15000;2010;3;8;108000;clean;automatic;rwd;;41,9521;-91,6853;47
1417324;33875;2018;4;6;2600;lien;automatic;4wd;full-size;36,6218;-79,4124;55
248754;20995;2013;2;8;131535;clean;automatic;4wd;full-size;37,837488;-84,852078;50
568886;25000;2007;4;8;43000;clean;automatic;4wd;;43,384154;-123,331833;50
962771;17990;2014;3;8;138000;clean;automatic;;;46,450007;-95,12469;43
483495;1900;1995;2;8;170000;clean;automatic;4wd;full-size;32,181;-110,819;71
1548783;24000;2013;3;8;61000;clean;automatic;4wd;;41,2942;-92,6439;47
1279275;5895;2006;2;6;117758;clean;manual;rwd;full-size;32,91055;-96,702594;67
858887;32327;2014;3;8;88000;lien;automatic;4wd;;38,387;-104,7792;45
1629740;17880;2010;3;8;130338;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
1191230;2;1997;1;8;247500;clean;automatic;;full-size;26,6281;-82,0182;65
1657483;15660;2008;3;8;90595;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
1595504;29990;2015;3;8;37271;clean;automatic;4wd;full-size;43,154309;-75,931578;53
356071;24900;2014;2;8;115117;clean;automatic;4wd;full-size;31,316064;-89,437114;61
980512;1500;1982;2;6;79723;clean;manual;rwd;;45,541;-94,1819;43
1581394;14995;2010;3;8;120715;clean;automatic;4wd;full-size;43,223552;-77,372473;53
447457;15450;2013;2;8;119698;clean;automatic;4wd;full-size;38,692648;-82,857744;49
483742;9900;2005;3;8;0;clean;automatic;4wd;full-size;32,252974;-110,97871;71
989095;25000;2015;2;8;51000;clean;automatic;4wd;;48,397468;-93,55648;43
866652;12995;2014;2;6;155425;clean;automatic;rwd;full-size;42,477134;-82,949564;45
1116891;11750;1997;3;8;0;clean;automatic;rwd;full-size;30,174657;-85,495697;65
103416;11000;2009;2;8;225000;clean;automatic;4wd;full-size;30,243111;-89,759974;67
958526;31000;2016;3;6;28000;clean;automatic;4wd;full-size;43,7101;-92,5692;43
1060289;5950;2003;2;6;145428;clean;automatic;4wd;;38,814626;-94,532522;52
1612858;31975;2015;3;6;53240;clean;automatic;4wd;full-size;43,204762;-75,440834;53
1621908;13880;2009;3;8;154597;clean;automatic;4wd;mid-size;44,87313;-87,89568;45
86899;39900;2016;2;8;29363;clean;automatic;rwd;full-size;31,316064;-89,437114;61
1189856;1800;1985;1;8;170000;clean;automatic;rwd;full-size;29,1989;-82,0874;65
127366;3000;2001;1;8;185000;clean;automatic;4wd;full-size;44,6615;-90,1784;45
881083;10000;1995;3;8;1;clean;automatic;rwd;full-size;43,292757;-86,275635;45
474301;10998;2008;2;8;134838;clean;automatic;rwd;full-size;39,413087;-81,448684;49
989075;16990;2008;3;8;79000;clean;automatic;;;46,450007;-95,12469;43
1058951;32914;2016;3;6;65706;clean;automatic;4wd;full-size;38,671618;-94,36651;52
1574679;21890;2016;3;6;74111;clean;automatic;rwd;full-size;43,154309;-75,931406;53
470820;6500;2006;3;6;92000;lien;automatic;;full-size;39,095956;-84,62672;49
1410575;35000;2017;4;6;13265;clean;automatic;4wd;;38,437438;-78,850669;55
1289000;8500;2011;2;8;300000;clean;automatic;rwd;;25,950376;-97,321693;67
1201980;23400;2012;3;8;73000;clean;automatic;4wd;;44,786906;-111,145248;40
1452450;4950;2001;3;6;54000;clean;manual;rwd;;40,310459;-74,360387;52
1621310;1350;1997;2;8;202000;clean;automatic;4wd;;42,562;-89,086;45
1024055;39900;2016;2;6;74544;clean;automatic;4wd;full-size;31,316064;-89,437114;61
295927;30533;2016;3;6;12292;clean;automatic;4wd;mid-size;41,24643;-81,35853;49
66487;21995;2013;3;6;108000;rebuilt;automatic;rwd;;35,0604;-80,6958;56
305734;20697;2010;2;8;46722;clean;automatic;4wd;full-size;40,335245;-76,488033;53
1190708;1;2013;3;8;67808;clean;automatic;4wd;full-size;28,466088;-81,396429;65
1027812;23800;2014;3;8;93580;clean;automatic;4wd;full-size;33,066044;-89,593906;61
933983;10300;2009;2;8;185000;clean;automatic;4wd;;42,8627;-84,353;45
1167812;7499;2005;3;8;127806;clean;automatic;;full-size;27,875196;-82,786723;65
365578;3000;1997;2;8;225000;clean;automatic;4wd;;42,0556;-76,1519;53
480718;6600;2006;2;8;182000;clean;automatic;4wd;;33,5153;-112,1212;71
847796;17376;2014;2;6;112675;clean;automatic;4wd;full-size;39,572482;-104,993195;45
1074434;4500;2004;2;8;200000;clean;automatic;4wd;;35,0869;-84,9892;59
1566888;6999;2005;3;8;145000;clean;automatic;4wd;full-size;42,484503;-92,324974;47
1711605;21795;2015;2;6;103217;clean;automatic;4wd;full-size;35,796126;-78,554108;56
1278148;22995;2014;3;8;133929;clean;automatic;;full-size;31,732124;-106,364833;67
120566;3500;1976;2;8;55000;clean;automatic;rwd;;36,1214;-79,7733;56
1253221;5400;2005;2;8;110000;rebuilt;automatic;rwd;full-size;31,788559;-106,507135;67
976507;3490;1999;3;8;237000;clean;automatic;;;46,450007;-95,12469;43
966485;19799;2013;2;6;117000;lien;automatic;4wd;full-size;45,0342;-93,8016;43
1005790;12900;2010;4;8;36137;salvage;automatic;4wd;mid-size;34,9803;-81,9168;60
1656978;5700;2007;2;8;145021;clean;automatic;4wd;full-size;44,82046;-91,478736;45
339661;3800;2004;2;6;208000;clean;automatic;rwd;;30,5118;-96,3171;67
1003678;36000;2016;3;6;18400;clean;automatic;4wd;full-size;34,393342;-80,102861;60
265523;3200;1997;2;6;135000;clean;manual;rwd;mid-size;43,098225;-89,312153;45
527831;12388;2005;4;8;99000;clean;automatic;4wd;;35,2204;-97,4577;57
1137322;7450;2005;3;8;110112;clean;automatic;4wd;full-size;27,872735;-82,787042;65
266916;26320;2014;3;6;64947;clean;automatic;4wd;mid-size;43,75891;-87,75358;45
1632477;18550;2011;3;6;129594;clean;automatic;4wd;mid-size;44,57437;-88,16024;45
959523;20899;2014;2;8;93338;clean;automatic;4wd;full-size;46,389893;-95,318941;43
323237;7500;2002;3;8;122000;clean;automatic;4wd;;41,3914;-75,6657;53
97525;6950;2011;2;6;169257;clean;automatic;rwd;full-size;38,692648;-82,857744;49
1590211;6800;2006;2;8;180000;clean;automatic;4wd;full-size;43,0444;-76,1758;53
452204;3200;2004;2;8;135593;clean;automatic;rwd;full-size;39,66813;-83,940273;49
1546832;61955;2017;2;6;21946;clean;automatic;4wd;full-size;42,504823;-92,405569;47
1305727;29500;2013;3;8;68300;lien;manual;4wd;full-size;32,4672;-83,6128;59
535105;3800;2000;2;8;161800;clean;automatic;4wd;full-size;35,3585;-93,5454;59
490315;25600;2016;3;6;51000;clean;automatic;rwd;;32,236664;-110,866049;71
1141914;20000;2007;2;8;117000;clean;automatic;4wd;;30,3031;-81,4404;65
1639049;11485;2008;2;8;120571;clean;automatic;4wd;full-size;43,122774;-88,52791;45
1459008;2250;1996;2;8;216000;clean;automatic;4wd;full-size;39,970236;-74,271426;52
1657027;21995;2014;3;6;157556;clean;automatic;;full-size;42,701772;-89,008858;45
1631206;11977;2008;3;8;171488;clean;automatic;4wd;mid-size;44,87313;-87,89568;45
1084813;4400;1994;2;8;195061;clean;automatic;rwd;full-size;35,0312;-89,8124;59
447455;6950;2011;2;6;155016;clean;automatic;rwd;full-size;38,692648;-82,857744;49
1069485;6000;2006;2;8;180;clean;automatic;rwd;full-size;36,128764;-86,71392;59
25552;5990;2004;4;8;210445;clean;automatic;4wd;full-size;38,731803;-90,073678;48
1599535;32990;2018;3;8;17621;clean;automatic;rwd;full-size;43,15481;-75,932436;53
1707439;25900;2013;3;8;95208;clean;automatic;4wd;full-size;36,277213;-80,339822;56
932121;13988;2011;2;6;146699;clean;automatic;4wd;full-size;42,892121;-85,665539;45
1219954;4400;2005;2;6;119340;clean;automatic;rwd;;26,2159;-98,3253;67
1292257;6000;2007;2;8;180000;rebuilt;automatic;4wd;full-size;35,8823;-101,968;67
334075;5400;2006;3;6;132000;clean;automatic;rwd;;32,8023;-96,9597;67
912612;14788;2009;2;8;153671;clean;automatic;4wd;full-size;42,892121;-85,665539;45
1667055;2700;1993;3;6;193000;clean;manual;rwd;full-size;38,880004;-95,347853;51
1588669;2300;1999;2;8;154999;clean;manual;4wd;full-size;41,387774;-73,741264;53
1208354;27850;2013;3;6;60852;clean;automatic;4wd;full-size;47,830597;-110,662694;40
904044;12188;2011;2;6;146699;clean;automatic;4wd;full-size;42,892121;-85,665539;45
1660305;29249;2013;3;8;65523;clean;automatic;4wd;mid-size;43,78124;-88,50265;45
60768;32850;2013;3;6;74144;clean;automatic;4wd;full-size;49,184885;-122,801111;
33367;19900;2016;2;6;99811;clean;automatic;rwd;full-size;31,316064;-89,437114;61
1646242;2300;2002;2;8;238000;clean;automatic;4wd;;43,954;-90,8146;45
1633594;16990;2009;3;8;132155;clean;automatic;4wd;mid-size;44,54929;-88,04897;45
677082;1600;1999;2;8;180000;clean;automatic;rwd;full-size;37,9743;-121,3154;59
332121;7995;2005;3;6;87260;clean;automatic;rwd;;38,48057;-91,843571;52
968639;3499;1998;3;8;198000;clean;automatic;4wd;full-size;46,0153;-95,6951;43
1684630;18995;2013;2;8;134431;clean;automatic;4wd;full-size;35,661076;-78,703988;56
692810;3900;1997;3;8;152000;clean;automatic;rwd;full-size;35,377265;-119,042538;59
45231;19870;2010;3;8;72573;clean;automatic;4wd;full-size;49,184885;-122,801111;
362560;25900;2012;2;6;91413;clean;automatic;4wd;full-size;38,385563;-90,16386;48
959091;12250;2010;2;8;108492;clean;automatic;4wd;;47,7797;-96,5931;43
1438474;9990;2007;4;8;105406;clean;automatic;rwd;full-size;38,731803;-90,073678;48
212217;17000;2013;3;8;85000;clean;automatic;rwd;full-size;29,9694;-90,7097;67
326340;19995;2011;3;6;108029;clean;automatic;4wd;full-size;41,781722;-72,533825;51
1204799;1500;1990;2;8;159000;clean;automatic;4wd;;47,4734;-114,893;40
940435;14995;2010;3;8;116189;clean;automatic;;full-size;41,67233;-72,913432;51
